Bait,Prey
AARS2,PRKAR2B
AARS2,PRKCH
AARS2,PRKCQ
AARS2,PRKCZ
AARS2,PRKD3
AARS2,PRMT7
AARS2,PROSER1
AARS2,PROSER2
AARS2,PROSER3
AARS2,PRPH
AARS2,PRR11
AARS2,PRR12
AARS2,PRR14
AARS2,PRR14L
AARS2,PRR36
AARS2,PRR5
AARS2,PRR5-ARHGAP8
AARS2,PRRC2B
AARS2,PRRT4
AARS2,PSD3
AARS2,PSEN1
AARS2,PSRC1
AARS2,PTAR1
AARS2,PTCH1
AARS2,PTK7
AARS2,PTPN13
AARS2,PTPN14
AARS2,PTPRF
AARS2,PTPRG
AARS2,PTPRJ
AARS2,PWWP2A
AARS2,QSER1
AARS2,R3HCC1L
AARS2,R3HDM2
AARS2,RAB11A
AARS2,RAB11FIP1
AARS2,RAB11FIP2
AARS2,RAB11FIP3
AARS2,RAB11FIP5
AARS2,RAB19
AARS2,RAB27B
AARS2,RAB29
AARS2,RAB34
AARS2,RAB3B
AARS2,RAB3IL1
AARS2,RAB3IP
AARS2,RAB4B
AARS2,RAB5C
AARS2,RAB6B
AARS2,RAB8B
AARS2,RABAC1
AARS2,RABGAP1L
AARS2,RABGEF1
AARS2,RAD51AP1
AARS2,RAD54L2
AARS2,RAI1
AARS2,RALGAPA2
AARS2,RANBP6
AARS2,RAP1B
AARS2,RAP2A
AARS2,RAPGEF6
AARS2,RASA3
AARS2,RASAL2
AARS2,RASEF
AARS2,RASSF5
AARS2,RASSF7
AARS2,RASSF8
AARS2,RAVER2
AARS2,RBAK
AARS2,RBBP6
AARS2,RBFA
AARS2,RBFOX2
AARS2,RBM11
AARS2,RBM15B
AARS2,RBM20
AARS2,RBM22
AARS2,RBM34
AARS2,RBM41
AARS2,RBM47
AARS2,RBM5
AARS2,RBM6
AARS2,RBMS1
AARS2,RBMX2
AARS2,RBPJ
AARS2,RC3H1
AARS2,RC3H2
AARS2,RCOR2
AARS2,RCOR3
AARS2,RECQL5
AARS2,REEP1
AARS2,REEP2
AARS2,REEP4
AARS2,RELL1
AARS2,RETREG1
AARS2,RETREG3
AARS2,RFTN1
AARS2,RFX5
AARS2,RGP1
AARS2,RGPD1
AARS2,RGPD6
AARS2,RGPD8
AARS2,RHBDD2
AARS2,RHBDD3
