Prey,Primary_Component
KBTBD6,10
KBTBD7,10
KCNB2,18
KCNQ5,8
KDELC1,5
KDELC2,5
KDELR1,11
KDELR2,9
KDM1A,10
KDM2A,3
KDM2B,11
KDM3A,20
KDM3B,10
KDM4B,11
KDM5C,10
KDM6A,10
KEAP1,8
KHDRBS1,15
KHSRP,15
KIAA0040,1
KIAA0319L,6
KIAA0355,8
KIAA0368,13
KIAA0391,4
KIAA0586,9
KIAA0753,9
KIAA0754,18
KIAA1107,16
KIAA1143,10
KIAA1191,17
KIAA1211,8
KIAA1217,8
KIAA1324L,6
KIAA1328,9
KIAA1468,14
KIAA1522,1
KIAA1549,14
KIAA1671,8
KIDINS220,18
KIF11,16
KIF13A,14
KIF13B,14
KIF14,16
KIF15,9
KIF16B,6
KIF18B,3
KIF1A,6
KIF1B,16
KIF1BP,11
KIF1C,16
KIF20A,3
KIF20B,10
KIF21A,16
KIF22,3
KIF23,10
KIF24,16
KIF26B,18
KIF2A,16
KIF2C,16
KIF3A,9
KIF4A,3
KIF4B,5
KIF5A,9
KIF7,9
KIFC1,3
KIN,15
KIRREL1,1
KIZ,9
KLC1,9
KLC2,6
KLC4,9
KLHL11,8
KMT2A,10
KMT2B,10
KMT2C,10
KMT2D,10
KNL1,9
KNOP1,7
KNSTRN,16
KNTC1,8
KPNA1,11
KPNA2,11
KPNA3,11
KPNA4,10
KPNA5,8
KPNA6,10
KPNB1,8
KRI1,7
KRIT1,1
KRR1,7
KRT1,8
KRT18,8
KRT19,8
KRT6B,19
KRT77,9
KRT79,4
KRT8,8
KRTCAP2,2
KTN1,2
KXD1,6
L3MBTL2,9
L3MBTL3,3
LACTB,17
LAMB1,5
LAMC1,5
LAMTOR1,6
LAMTOR2,6
LARP1,19
LARP1B,19
LARP4,19
LARP4B,19
LARP7,10
LARS,2
LARS2,4
LAS1L,7
LASP1,8
LATS1,8
LATS2,8
LBR,2
LCA5,9
LCK,2
LCLAT1,13
LCOR,20
LCP1,16
LDHA,9
LDHB,8
LEMD3,2
LENG8,7
LEO1,11
LETM1,4
LGALS3BP,5
LIAS,4
LIFR,2
LIG1,20
LIG3,3
LIMA1,16
LIMCH1,8
LIMD1,8
LIN54,10
LIN9,10
LINGO1,18
LLGL1,1
LLGL2,1
LLPH,7
LMAN1,13
LMAN2,5
LMBR1,13
LMBRD2,6
LMF2,13
LMNA,2
LMNB1,2
LMNB2,2
LMO7,8
LMTK2,14
LNPEP,6
LNPK,2
LOC100652732,6
LOC100652741,11
LOC100652766,8
LOC100996426,2
LOC101060138,20
LOC101060252,16
LOC101060291,16
LOC441155,11
LONP1,4
LONP2,9
LPCAT1,2
LPCAT2,2
LPCAT3,13
LPGAT1,2
LPIN3,16
LPP,8
LRBA,14
LRCH3,18
LRIF1,20
LRIG2,2
LRIG3,2
LRP1,14
LRP2,14
LRP4,14
LRP5,2
LRP6,18
LRP8,14
LRPAP1,5
LRPPRC,4
LRRC1,1
LRRC41,3
LRRC49,9
LRRC4B,1
LRRC57,1
LRRC59,2
LRRC8A,1
LRRC8D,13
LRRCC1,9
LRRFIP1,8
LRRFIP2,8
LRWD1,15
LSG1,2
LSM11,11
LSM12,19
LSM14A,16
LSM14B,19
LSR,1
LTN1,7
LTV1,19
LUC7L2,9
LUC7L3,15
LUZP1,16
LYAR,7
LYN,1
LYPLAL1,4
LYRM2,4
LYRM4,4
LYRM7,4
LYSMD3,13
LZTR1,1
LZTS1,8
LZTS2,8
LZTS3,8
MACF1,16
MACO1,8
MAD2L2,18
MADD,14
MAGED1,8
MAGED2,9
MAGI1,8
MAGI3,8
MAGT1,5
MAIP1,17
MAK16,7
MALT1,16
MANF,5
MAOA,12
MAP1A,16
MAP1S,16
MAP2,16
MAP2K1,1
MAP2K5,8
MAP3K20,19
MAP3K21,1
MAP3K9,18
MAP4,16
MAP4K3,18
MAP4K4,18
MAP4K5,18
MAP7,16
MAP7D1,16
MAP7D2,16
MAP7D3,16
MAP9,16
MAPKAP1,1
MAPRE1,16
MAPRE2,16
MAPRE3,16
MAPT,16
MARC1,12
MARC2,12
MARCH5,12
MARCH6,13
MARCKS,1
MARCKSL1,1
MARF1,16
MARK1,1
MARK2,18
MARK3,1
MARVELD2,1
MAST4,16
MASTL,10
MATR3,15
MAVS,12
MAZ,3
MB21D2,18
MBD1,3
MBD2,3
MBD3,10
MBD4,3
MBIP,10
MBNL1,15
MBOAT2,13
MBOAT7,2
MBTPS1,5
MCAM,1
MCC,9
MCCC2,4
MCM10,9
MCM3AP,8
MCM4,11
MCM7,11
MDC1,3
MDH2,4
MDN1,13
ME2,4
MECOM,3
MECP2,3
MED1,10
MED10,17
MED26,9
MED27,10
MED29,9
MED4,9
MEF2D,10
MEPCE,15
MESD,5
MET,1
METTL15,4
METTL3,10
METTL8,4
MFAP1,15
MFAP3L,1
MFF,12
MFN1,12
MFN2,12
MFSD10,13
MFSD12,6
MFSD8,6
MGA,11
MGEA5,4
MGME1,4
MIA2,8
MIA3,8
MIB1,9
MIB2,8
MICAL3,1
MICALL1,14
MICU1,17
MICU2,17
MICU3,17
MIEF1,12
MIEF2,12
MIGA1,12
MIGA2,12
MIIP,8
MINK1,1
MINPP1,5
MIOS,6
MIS18BP1,9
MKI67,7
MKL1,8
MKL2,16
MKRN2,19
MLEC,5
MLH1,10
MLLT1,11
MLLT11,16
MLLT3,11
MLLT6,11
MLX,12
MLXIP,8
MMAB,4
MMGT1,2
MMS19,12
MMS22L,10
MNAT1,10
MNX1,11
MOB1B,8
MOGS,5
MON2,14
MORC2,11
MORC3,3
MOSPD2,2
MOXD1,5
MPC2,17
MPDZ,8
MPHOSPH10,7
MPHOSPH6,3
MPHOSPH8,3
MPHOSPH9,8
MPND,11
MPP1,1
MPP5,8
MPP6,1
MPP7,1
MPRIP,16
MPZL1,1
MRC2,14
MRGBP,3
MRM3,4
MRPL10,4
MRPL12,4
MRPL16,1
MRPL19,4
MRPL20,4
MRPL21,17
MRPL22,4
MRPL24,4
MRPL37,4
MRPL40,4
MRPL41,4
MRPL42,4
MRPL43,17
MRPL44,4
MRPL45,4
MRPL46,4
MRPL48,4
MRPL50,4
MRPL55,4
MRPL58,4
MRPS11,4
MRPS14,4
MRPS15,4
MRPS16,4
MRPS17,4
MRPS18B,4
MRPS2,4
MRPS22,4
MRPS23,4
MRPS24,4
MRPS25,4
MRPS26,4
MRPS27,4
MRPS28,4
MRPS31,4
MRPS34,4
MRPS35,4
MRPS36,4
MRPS5,4
MRPS6,4
MRPS7,4
MRPS9,4
MRRF,4
MSANTD2,20
MSH2,3
MSH3,11
MSH6,3
MSL1,3
MSL3,10
MSN,18
MTA1,3
MTA2,10
MTA3,10
MTCH1,12
MTCH2,12
MTCL1,16
MTDH,2
MTERF3,4
MTF2,3
MTFR1,12
MTFR1L,12
MTFR2,12
MTHFD1L,4
MTHFD2,4
MTIF2,4
MTMR1,1
MTMR10,1
MTMR12,8
MTMR3,2
MTMR4,18
MTMR6,14
MTMR9,18
MTO1,4
MTOR,1
MTPAP,4
MTR,9
MTREX,15
MTRF1L,4
MTSS1L,16
MTUS1,16
MTX1,12
MTX2,12
MTX3,12
MUL1,12
MUT,4
MXRA7,2
MYBBP1A,7
MYBL2,10
MYCBP,9
MYCBP2,17
MYDGF,5
MYEF2,15
MYL6,1
MYLK,19
MYO18A,1
MYO19,12
MYO1B,18
MYO1C,12
MYO1D,18
MYO1E,1
MYO5A,14
MYO5B,14
MYO5C,9
MYO6,6
MYO9A,1
MYO9B,1
MYOF,6
MYSM1,3
MYT1,9
N4BP1,8
N4BP2,8
NAA10,4
NAA35,4
NAA50,17
NACA,7
NACC1,10
NAE1,8
NAMPT,12
NANP,8
NAP1L1,16
NAP1L4,16
NARS2,4
NASP,3
NAT10,7
NAV1,16
NAV2,16
NBAS,2
NBEA,14
NBEAL1,8
NBEAL2,14
NBN,10
NBR1,8
NCAM1,1
NCAPD2,13
NCAPD3,7
NCAPG2,13
NCBP1,10
NCBP3,11
NCDN,15
NCK2,8
NCKAP1,1
NCKAP5,16
NCKAP5L,8
NCL,7
NCLN,5
NCOA2,10
NCOA5,15
NCOA6,10
NCOA7,6
NCOR1,8
NCOR2,8
NCSTN,5
NDC1,2
NDC80,9
NDE1,9
NDEL1,8
NDRG1,1
NDRG3,1
NDUFA10,4
NDUFA12,4
NDUFA13,17
NDUFA2,17
NDUFA4,17
NDUFA5,17
NDUFA6,4
NDUFA8,17
NDUFA9,17
NDUFAF1,4
NDUFAF2,4
NDUFAF3,17
NDUFAF4,4
NDUFAF5,4
NDUFAF7,4
NDUFB10,17
NDUFB11,17
NDUFB5,17
NDUFB8,17
NDUFB9,17
NDUFS1,4
NDUFS2,4
NDUFS3,4
NDUFS4,17
NDUFS6,4
NDUFS7,4
NDUFS8,17
NDUFV1,17
NDUFV2,4
NDUFV3,4
NEBL,8
NECTIN2,1
NEDD1,8
NEFL,9
NEK1,16
NEK4,16
NEK9,8
NELFA,10
NELFB,11
NELFCD,4
NELFE,10
NEMP1,8
NENF,5
NEO1,18
NEPRO,7
NES,8
NETO2,6
NEURL4,8
NEXN,16
NF1,1
NF2,18
NFATC2IP,3
NFIA,3
NFIB,3
NFIC,11
NFKB1,12
NFRKB,10
NFS1,4
NFU1,4
NFX1,19
NFXL1,2
NGDN,7
NGLY1,12
NGRN,4
NHS,9
NHSL1,9
NIFK,7
NIN,9
NIP7,11
NIPAL3,14
NIPBL,3
NIPSNAP1,4
NISCH,6
NKAP,15
NKAPD1,15
NKRF,7
NKTR,15
NLGN1,1
NLGN2,6
NME1,12
NME1-NME2,12
NME3,12
NME4,4
NME5,10
NMNAT1,3
NMT1,7
NMT2,1
NNT,4
NOA1,4
NOB1,16
NOC2L,7
NOC3L,7
NOL10,7
NOL11,7
NOL6,7
NOL7,19
NOL8,7
NOL9,7
NOLC1,7
NOM1,7
NOMO1,5
NOMO2,5
NONO,15
NOP14,7
NOP16,7
NOP2,7
NOP53,7
NOP56,7
NOP58,7
NOS1AP,18
NOSIP,20
NOTCH1,1
NOTCH2,1
NPAT,10
NPC1,6
NPLOC4,2
NPM1,7
NPM3,7
NPTN,1
NR2C1,10
NR2C2,3
NR3C1,1
NRBF2,8
NRP1,5
NSD1,11
NSD2,3
NSD3,20
NSDHL,2
NSF,14
NSFL1C,2
NSL1,20
NSRP1,15
NSUN2,13
NT5C3A,12
NT5DC2,4
NUBP2,12
NUBPL,4
NUCB1,5
NUCB2,5
NUCKS1,10
NUDC,17
NUDCD1,15
NUDCD2,9
NUDCD3,19
NUDT12,9
NUDT19,4
NUDT21,15
NUDT5,6
NUDT8,4
NUF2,9
NUFIP2,19
NUMA1,10
NUMB,18
NUMBL,18
NUP107,8
NUP133,8
NUP153,8
NUP155,2
NUP160,2
NUP188,8
NUP205,11
NUP210,5
NUP214,8
NUP35,13
NUP50,10
NUP54,8
NUP58,8
NUP62,8
NUP85,8
NUP88,8
NUP93,11
NUP98,8
NUPL2,2
NUS1,13
NUSAP1,3
NVL,7
NXF1,8
NYNRIN,9
OAT,4
OBSL1,1
OCIAD1,12
OCIAD2,17
OCLN,1
OCRL,6
ODF2,9
ODF2L,9
OFD1,9
OGDH,4
OGT,10
OLA1,19
OMA1,17
OPA1,17
OPA3,17
ORC2,20
ORC3,3
ORC4,13
ORC5,3
ORMDL2,13
OS9,5
OSBPL10,14
OSBPL11,14
OSBPL1A,9
OSBPL2,2
OSBPL3,1
OSBPL6,1
OSBPL8,2
OSBPL9,14
OSTM1,6
OTUD4,19
OXA1L,4
OXCT1,4
OXR1,14
OXSM,4
OXSR1,1
P3H1,5
P3H3,5
P4HA1,5
P4HA2,5
P4HB,5
PA2G4,2
PABPC1,19
PABPC4,19
PACS1,18
PACSIN2,1
PAF1,11
PAG1,1
PAK2,1
PAK4,1
PAK6,8
PALB2,8
PALD1,1
PALLD,8
PALM,18
PALM2,18
PALM2-AKAP2,8
PAN3,8
PANK4,9
PANX1,1
PAPD5,7
PAPD7,8
PAPOLA,3
PARD3,18
PARD3B,8
PARD6B,1
PARD6G,8
PARG,11
PARL,17
PARN,7
PARP1,3
PARP16,2
PASK,9
PATJ,8
PATL1,16
PAWR,9
PAXBP1,15
PAXIP1,10
PBRM1,3
PBXIP1,2
PCBP2,15
PCDH19,18
PCDH7,1
PCDH9,1
PCDHGB1,1
PCF11,15
PCID2,11
PCIF1,9
PCK2,4
PCM1,9
PCNT,9
PCNX1,18
PCNX3,18
PCSK6,5
PCYOX1,5
PCYOX1L,5
PCYT1A,10
PDCD11,7
PDCD2L,8
PDCD4,10
PDCL,2
PDCL3,9
PDE12,4
PDE3B,2
PDE8A,18
PDHA1,4
PDHB,4
PDHX,4
PDIA3,5
PDIA4,5
PDIA5,5
PDIA6,5
PDK1,4
PDK2,4
PDK3,4
PDLIM1,16
PDLIM3,8
PDLIM5,8
PDLIM7,8
PDP1,4
PDPR,4
PDRG1,16
PDS5A,3
PDS5B,3
PDSS1,4
PDXDC1,18
PDZD8,2
PDZRN3,9
PEAK1,18
PEBP1,11
PEG10,12
PELO,9
PELP1,11
PES1,7
PEX1,12
PEX11A,12
PEX11B,12
PEX12,12
PEX13,12
PEX14,12
PEX16,12
PEX19,12
PEX3,12
PEX5,12
PEX6,12
PFAS,9
PFDN2,16
PFDN5,16
PFDN6,16
PFKL,11
PFKM,9
PFKP,7
PFN1,8
PGAM2,12
PGAM5,17
PGD,20
PGK1,20
PGRMC1,2
PGRMC2,2
PGS1,12
PHACTR2,1
PHACTR4,18
PHB,17
PHB2,4
PHC1,3
PHC2,3
PHC3,10
PHF10,7
PHF14,3
PHF2,11
PHF21A,9
PHF3,15
PHF6,11
PHF8,11
PHIP,3
PHKA1,16
PHLDB1,1
PHLDB2,1
PHLDB3,18
PHLPP1,1
PHRF1,15
PHYH,9
PI4K2A,6
PI4KA,1
PI4KB,14
PIAS1,3
PIAS2,3
PIAS4,3
PIBF1,9
PICALM,6
PIGB,13
PIGG,5
PIGK,5
PIGN,5
PIGO,5
PIGS,5
PIGT,5
PIGU,13
PIGW,13
PIH1D1,18
PIK3AP1,12
PIK3C2A,8
PIK3C2B,6
PIK3C3,6
PIK3CA,1
PIK3CB,1
PIK3R1,1
PIK3R2,1
PIK3R3,1
PIK3R4,6
PIKFYVE,6
PINX1,7
PIP4K2A,1
PIP4P1,6
PIP5K1A,1
PITRM1,4
PJA2,8
PKD2,13
PKM,9
PKMYT1,2
PKN1,1
PKN2,1
PKN3,1
PKP2,1
PKP4,18
PLBD2,5
PLCB1,1
PLCH1,18
PLCL2,1
PLD1,6
PLD3,2
PLD6,12
PLEC,8
PLEKHA1,1
PLEKHA3,2
PLEKHA5,16
PLEKHA6,8
PLEKHA7,8
PLEKHA8,6
PLEKHG1,8
PLEKHG3,1
PLEKHH2,8
PLEKHM1,6
PLEKHM2,6
PLEKHM3,6
PLEKHO2,1
PLGRKT,17
PLK1,1
PLOD1,5
PLOD2,5
PLOD3,5
PLPP1,6
PLPP3,6
PLRG1,15
PLS1,18
PLS3,16
PLXNA1,1
PLXNA2,1
PLXNB2,2
PML,3
PMPCA,4
PMS1,10
PMS2,10
PNISR,15
PNKD,17
PNN,15
PNPLA8,4
PNPT1,4
POC1B,8
POC5,8
PODXL,1
PODXL2,14
POFUT1,5
POFUT2,5
POGK,20
POGLUT1,5
POGZ,10
POLA1,10
POLA2,10
POLD1,10
POLD3,10
POLDIP2,4
POLDIP3,15
POLE,3
POLG,4
POLR1A,11
POLR1B,11
POLR1E,11
POLR2A,9
POLR2B,9
POLR2J3,9
POLR2M,9
POLR3A,9
POLR3B,9
POLR3C,10
POLRMT,4
POM121,8
POM121C,8
POMK,13
PON2,5
POP1,7
POP4,11
POR,2
POTEE,17
POU2F1,3
PPA2,4
PPAN-P2RY11,3
PPFIA1,1
PPFIBP1,1
PPHLN1,15
PPIB,5
PPIC,5
PPID,18
PPIF,4
PPIG,15
PPIL1,15
PPIL2,10
PPIL4,15
PPIP5K1,7
PPM1B,9
PPM1G,7
PPP1CA,1
PPP1CB,1
PPP1CC,7
PPP1R10,10
PPP1R12A,16
PPP1R13B,8
PPP1R13L,16
PPP1R15B,12
PPP1R16B,18
PPP1R18,16
PPP1R21,14
PPP1R37,14
PPP1R9A,1
PPP1R9B,8
PPP2R3A,9
PPP2R3B,8
PPP2R5D,8
PPP4R1,16
PPP4R3A,10
PPP5C,2
PPP6R1,16
PPP6R2,8
PPP6R3,8
PPWD1,20
PQBP1,10
PRAF2,13
PRAG1,8
PRC1,16
PRCC,10
PRDM15,3
PRDM2,11
PRDX3,4
PRDX4,5
PREB,2
PREPL,4
PRIM2,16
PRKAA1,6
PRKAA2,6
PRKAB1,6
PRKAG1,6
PRKAR2A,12
PRKAR2B,12
PRKCD,12
PRKCH,12
PRKCI,8
PRKCQ,12
PRKCSH,5
PRKCZ,8
PRKD3,6
PRKDC,13
PRMT7,4
PROSER1,8
PROSER2,16
PROSER3,8
PRPF19,15
PRPF3,15
PRPF31,11
PRPF4,3
PRPF40A,15
PRPF4B,15
PRPF6,15
PRPF8,15
PRPH,10
PRR11,12
PRR12,10
PRR14,20
PRR14L,10
PRR36,16
PRR5,1
PRR5-ARHGAP8,6
PRRC2A,19
PRRC2B,8
PRRC2C,19
PRRT4,6
PSD3,18
PSEN1,1
PSIP1,3
PSMC1,1
PSMC2,8
PSMC3,9
PSMC4,9
PSMC5,4
PSMC6,9
PSMD1,19
PSMD12,8
PSMD2,18
PSMD3,12
PSMD4,19
PSMD6,9
PSME2,7
PSME3,10
PSMG1,16
PSPC1,15
PSRC1,16
PTAR1,17
PTBP1,15
PTBP2,15
PTBP3,11
PTCD3,4
PTCH1,14
PTDSS1,13
PTDSS2,13
PTGES2,17
PTK2,8
PTK7,1
PTPMT1,4
PTPN1,2
PTPN12,8
PTPN13,18
PTPN14,1
PTPN2,2
PTPN23,8
PTPN9,6
PTPRF,1
PTPRG,1
PTPRJ,14
PTPRK,5
PTRH2,12
PUF60,15
PUM1,19
PUM2,19
PUM3,7
PUS1,4
PUS7,3
PWP2,7
PWWP2A,3
PXDN,5
PXN,8
PYCR1,4
PYCR2,4
PYM1,7
QARS,16
QKI,15
QRSL1,4
QSER1,10
QSOX2,12
QTRT2,4
R3HCC1L,8
R3HDM1,19
R3HDM2,19
RAB10,6
RAB11A,6
RAB11B,2
RAB11FIP1,14
RAB11FIP2,14
RAB11FIP3,14
RAB11FIP5,14
RAB12,18
RAB13,6
RAB14,6
RAB18,12
RAB19,14
RAB1A,6
RAB1B,12
RAB21,16
RAB22A,12
RAB23,1
RAB24,12
RAB27A,2
RAB27B,12
RAB29,12
RAB2A,12
RAB31,12
RAB34,12
RAB35,1
RAB3B,12
RAB3GAP1,2
RAB3GAP2,2
RAB3IL1,14
RAB3IP,14
RAB4B,14
RAB5A,6
RAB5C,14
RAB6A,6
RAB6B,12
RAB7A,6
RAB8A,12
RAB8B,12
RAB9A,6
RABAC1,13
RABEP1,14
RABGAP1,14
RABGAP1L,14
RABGEF1,14
RABGGTA,6
RABL3,2
RABL6,14
RACGAP1,3
RAD18,3
RAD21,11
RAD23A,12
RAD50,9
RAD51AP1,3
RAD54L2,8
RAE1,2
RAF1,1
RAI1,10
RAI14,18
RALA,6
RALBP1,1
RALGAPA1,14
RALGAPA2,14
RALGAPB,14
RALY,15
RANBP2,8
RANBP6,13
RANBP9,16
RAP1A,12
RAP1B,1
RAP1GDS1,9
RAP2A,6
RAPGEF6,1
RAPH1,16
RARS2,4
RASA3,18
RASAL2,1
RASEF,14
RASSF5,16
RASSF7,8
RASSF8,8
RAVER1,15
RAVER2,15
RB1,10
RBAK,20
RBBP4,3
RBBP5,3
RBBP6,15
RBBP7,3
RBFA,4
RBFOX2,15
RBM10,15
RBM11,11
RBM12,15
RBM14,15
RBM15,15
RBM15B,15
RBM17,15
RBM19,7
RBM20,15
RBM22,10
RBM25,15
RBM26,15
RBM27,15
RBM28,7
RBM33,15
RBM34,7
RBM39,15
RBM41,15
RBM47,19
RBM5,15
RBM6,15
RBM7,15
RBMS1,19
RBMX,15
RBMX2,15
RBPJ,9
RBSN,14
RC3H1,8
RC3H2,19
RCN1,5
RCN2,5
RCOR1,3
RCOR2,9
RCOR3,9
RDH11,13
RDX,18
RECQL,3
RECQL5,7
REEP1,13
REEP2,8
REEP4,2
REEP5,13
REEP6,13
RELL1,1
REPS1,8
RER1,13
RETREG1,2
RETREG2,2
RETREG3,2
RETSAT,2
REXO4,7
RFC1,3
RFC2,11
RFC4,3
RFC5,11
RFT1,13
RFTN1,1
RFX1,10
RFX5,10
RGP1,18
RGPD1,8
RGPD6,8
RGPD8,9
RHBDD2,2
RHBDD3,2
RHBDF2,1
RHOT1,12
RHOT2,12
RIC1,18
RICTOR,1
RIF1,10
RILPL1,14
RING1,3
RINT1,8
RIOK1,19
RIOK3,19
RIOX2,3
RIPK2,8
RLF,11
RMDN2,12
RMDN3,12
RMND5A,6
RNASEH2B,3
RNF10,19
RNF113A,11
RNF149,18
RNF169,3
RNF2,3
RNF20,10
RNF213,13
RNF214,9
RNF219,8
RNF40,10
RNF8,11
RNFT1,6
RNGTT,9
RNPS1,15
ROBO1,1
ROBO2,18
ROCK1,1
ROCK2,1
ROR1,18
ROR2,1
RP2,1
RP9,7
RPA1,10
RPA2,10
RPA3,3
RPAP1,9
RPAP2,16
RPAP3,9
RPF2,2
RPGR,6
RPGRIP1L,9
RPL10,1
RPL11,9
RPL13,7
RPL14,7
RPL15,8
RPL17,7
RPL18A,8
RPL21,2
RPL22,9
RPL23A,19
RPL24,7
RPL27A,2
RPL28,9
RPL3,11
RPL34,11
RPL36A-HNRNPH2,18
RPL4,13
RPL5,11
RPL6,11
RPL7,9
RPL7A,11
RPL7L1,2
RPL8,2
RPL9,11
RPLP0,7
RPLP2,16
RPN1,5
RPN2,5
RPP38,7
RPP40,10
RPRD1B,10
RPRD2,15
RPS10,19
RPS11,1
RPS14,16
RPS15A,11
RPS19BP1,19
RPS2,19
RPS20,19
RPS23,11
RPS27,11
RPS27L,3
RPS3,19
RPS3A,19
RPS4X,11
RPS6,1
RPS6KA1,1
RPS6KA3,1
RPS6KA5,10
RPS6KC1,6
RPS8,18
RPS9,11
RPTOR,6
RPUSD2,10
RPUSD4,4
RRAGA,6
RRAGB,6
RRAGC,6
RRAGD,6
RRBP1,2
RREB1,11
RRP1,7
RRP12,7
RRP15,7
RRP1B,7
RRP36,7
RRP7A,7
RRP8,7
RRP9,7
RRS1,7
RSBN1,11
RSBN1L,15
RSF1,3
RSL1D1,7
RSRC1,15
RSRC2,15
RTCB,8
RTF1,11
RTKN,1
RTKN2,1
RTN1,2
RTN3,13
RTN4,2
RTN4IP1,4
RTTN,8
RUBCN,6
RUFY1,6
RUFY2,6
RUFY3,6
RUSC2,8
RUVBL1,9
RUVBL2,15
SACM1L,13
SACS,8
SAFB,15
SAFB2,15
SALL1,9
SALL2,10
SAMD4A,2
SAMD4B,8
SAMM50,17
SAP130,10
SAP18,15
SAP30BP,15
SAR1A,12
SAR1B,12
SARM1,12
SARNP,3
SARS2,4
SART1,15
SART3,11
SASS6,8
SATB2,11
SBF1,1
SBF2,1
SBNO1,10
SC5D,2
SCAF1,15
SCAF11,15
SCAF4,15
SCAF8,15
SCAMP1,6
SCAMP2,6
SCAMP3,6
SCAMP4,6
SCAPER,19
SCARA3,14
SCARB1,1
SCD,13
SCD5,13
SCFD1,2
SCHIP1,14
SCIN,16
SCLT1,9
SCML2,3
SCO1,17
SCO2,17
SCOC,18
SCP2,9
SCRIB,18
SCYL1,2
SCYL2,14
SCYL3,18
SDAD1,7
SDC2,1
SDCBP,6
SDCCAG3,8
SDE2,10
SDF2,5
SDF2L1,5
SDF4,5
SDHA,4
SDHAF3,4
SDHB,4
SDK1,1
SDK2,1
SEC11A,5
SEC13,18
SEC16A,8
SEC22B,13
SEC23A,18
SEC23B,18
SEC23IP,2
SEC24A,2
SEC24B,8
SEC24C,6
SEC31A,18
SEC61A1,13
SEC61B,13
SEC62,13
SEC63,2
SECISBP2,19
SEL1L,5
SELENOF,5
SELENOI,11
SELENOS,2
SELENOT,5
SEMA4A,19
SEMA4C,14
SEMA4D,1
SEMA6A,1
SEMA6D,1
SENP1,8
SENP2,2
SENP3,7
SENP6,10
SENP7,20
SEPT10,9
SEPT11,9
SEPT2,9
SEPT5,9
SEPT6,1
SEPT7,1
SEPT8,1
SEPT9,16
SERAC1,17
SERBP1,19
SERPINH1,5
SET,7
SETD1A,10
SETD1B,10
SETD2,15
SETD7,16
SETDB1,20
SETX,10
SF1,15
SF3A1,15
SF3A3,10
SF3B2,10
SF3B3,9
SFI1,8
SFMBT1,9
SFPQ,15
SFSWAP,15
SFT2D2,6
SFT2D3,6
SFXN1,11
SFXN2,17
SFXN4,17
SGF29,9
SGMS1,6
SGO2,11
SGPL1,13
SGTA,13
SH2B2,6
SH3BP4,1
SH3BP5,14
SH3D19,16
SH3GL1,8
SH3GL3,6
SH3GLB1,6
SH3KBP1,8
SH3PXD2B,16
SH3RF1,8
SHB,18
SHC1,4
SHISA2,1
SHKBP1,8
SHMT2,4
SHOC2,1
SHPRH,3
SHROOM1,8
SHROOM3,8
SHTN1,16
SIL1,5
SIN3A,3
SIPA1L1,8
SIPA1L2,8
SIPA1L3,8
SIRPA,1
SIRT1,7
SIRT2,8
SIRT3,4
SIX4,10
SKA1,16
SKA3,16
SLAIN1,16
SLAIN2,16
SLBP,11
SLC11A2,6
SLC12A2,1
SLC12A4,6
SLC12A6,6
SLC12A7,1
SLC16A1,1
SLC16A10,1
SLC19A1,6
SLC1A1,14
SLC1A3,1
SLC1A4,1
SLC1A5,1
SLC20A1,6
SLC20A2,6
SLC22A5,1
SLC25A1,11
SLC25A10,11
SLC25A11,12
SLC25A12,17
SLC25A13,17
SLC25A17,12
SLC25A24,17
SLC25A25,17
SLC25A3,12
SLC25A4,11
SLC25A46,12
SLC25A5,11
SLC25A6,11
SLC26A11,6
SLC26A2,1
SLC26A6,1
SLC27A2,2
SLC27A3,2
SLC27A4,13
SLC29A1,1
SLC29A2,1
SLC2A1,1
SLC2A13,6
SLC30A1,1
SLC30A3,6
SLC30A4,6
SLC30A5,13
SLC30A6,6
SLC30A7,6
SLC30A9,4
SLC33A1,2
SLC35A2,2
SLC35A3,5
SLC35B2,6
SLC35B4,5
SLC35E1,18
SLC35E3,5
SLC35F2,6
SLC35F6,11
SLC38A1,1
SLC38A2,1
SLC38A9,6
SLC39A10,1
SLC39A14,1
SLC39A6,1
SLC39A7,13
SLC3A2,1
SLC41A3,13
SLC4A1AP,10
SLC4A2,2
SLC4A4,1
SLC4A7,1
SLC5A3,1
SLC6A15,6
SLC6A6,1
SLC6A8,1
SLC6A9,1
SLC7A1,1
SLC7A11,1
SLC7A2,1
SLC7A5,1
SLC7A6,1
SLC9A1,1
SLC9A3R1,14
SLC9A3R2,1
SLC9A7,14
SLCO3A1,1
SLCO4A1,1
SLCO4C1,14
SLF2,3
SLFN11,3
SLIT2,5
SLK,1
SLMAP,8
SLTM,15
SLU7,11
SMAP1,14
SMAP2,6
SMARCA1,3
SMARCA2,3
SMARCA4,10
SMARCA5,3
SMARCAD1,20
SMARCC1,10
SMARCC2,10
SMARCE1,3
SMC1A,11
SMC2,16
SMCHD1,3
SMCR8,6
SMG1,9
SMG7,8
SMIM12,17
SMIM20,17
SMN1,11
SMN2,9
SMNDC1,3
SMO,14
SMPD2,2
SMPD4,8
SNAP23,1
SNAP25,1
SNAP29,1
SNAP47,12
SNAPIN,6
SND1,19
SNRNP200,15
SNRNP40,15
SNRPB,15
SNRPD1,15
SNRPD2,15
SNRPD3,15
SNRPE,8
SNRPG,15
SNTB1,1
SNTB2,18
SNW1,15
SNX1,6
SNX12,6
SNX13,6
