Prey,Primary_Component
ZNF629,9
ZNF638,3
ZNF644,15
ZNF687,15
ZNF703,3
ZNF711,17
ZNF746,10
ZNF768,12
ZNF770,10
ZNF776,10
ZNF780A,9
ZNF8,17
ZNF92,9
ZNF93,9
ZNHIT6,16
ZRANB2,19
ZSCAN18,9
ZSCAN21,17
